days, mement, link
41 , 54 ,"http://www.slate.com/blogs/future_tense/2014/08/15/shark_attacks_threaten_google_s_undersea_internet_cables_video.html"
524 , 12 ,"http://nogunsallowedmovement.tumblr.com/"
2309 , 26 ,"http://radar.oreilly.com/2010/08/operations-as-the-secret-sauce.html"
1904 , 5 ,"http://www.nextgov.com/cloud-computing/2014/02/how-outfox-broken-procurement-system-and-other-digital-government-lessons-uk/78803/"
60 , 72 ,"https://medium.com/@aaln/how-to-find-your-uber-passenger-rating-4aa1d9cc927f"
559 , 33 ,"http://www.wired.com/2014/06/eric-brewer-google-docker/"
355 , 19 ,"http://techcrunch.com/2014/08/05/opensignal-series-a/"
1114 , 3 ,"http://vint.sogeti.com/internet-things-tinkering-kit-10-necessary-tools-tips/"
1911 , 13 ,"http://www.slideshare.net/timoreilly/ted-x-marketstreet"
868 , 15 ,"http://geeksta.net/geeklog/exploring-expressions-emotions-github-commit-messages/"
1205 , 38 ,"http://www.whitehouse.gov/blog/2014/08/11/delivering-customer-focused-government-through-smarter-it"
520 , 13 ,"http://www.huffingtonpost.com/2014/05/24/ucsb-shooting-guns-nra_n_5386873.html"
349 , 13 ,"http://www.slideshare.net/timoreilly/lessons-from-a-career-marketing-big-ideas-27108415"
2437 , 4 ,"http://edge.org/conversation/on-kahneman"
567 , 13 ,"http://www.theatlantic.com/politics/archive/2013/03/how-groups-like-the-nra-captured-congress-and-how-to-take-it-back/273623/"
27 , 4 ,"http://blog.ted.com/2014/08/29/need-help-ask-aunt-bertha-erine-gray-helps-people-in-need-find-social-services-in-their-area/"
6028 , 183 ,"http://riskybusiness.org"
8 , 3 ,"http://www.slideshare.net/timoreilly/by-people-for-people-39200380"
1202 , 3 ,"http://christyheyob.com/2014/06/17/were-losing-all-our-strong-female-characters-to-trinity-syndrome/"
2402 , 3 ,"https://medium.com/@stevenlevy/im-moving-to-medium-6869c0e3262c"
366 , 11 ,"http://www.wired.com/2014/05/the-weird-wild-world-of-citizen-science-is-already-here/"
387 , 20 ,"http://radar.oreilly.com/2013/09/how-i-failed.html#.UvlnaZT0z6s.twitter"
149 , 16 ,"http://www.whitehouse.gov/blog/2014/05/01/findings-big-data-and-privacy-working-group-review"
55 , 3 ,"https://www.eviscerati.org/articles/2014/08/Amazon-v-Hatchette-Everyone-Wrong-Me"
601 , 68 ,"http://www.slate.com/articles/business/books/2013/02/william_janeway_s_doing_capitalism_in_the_innovation_economy_reviewed.html"
182 , 6 ,"http://www.theatlantic.com/technology/archive/2014/03/in-defense-of-google-flu-trends/359688/"
229 , 125 ,"http://www.whitehouse.gov/blog/2014/05/06/taking-action-attract-world-s-top-talented-professionals"
1977 , 4 ,"http://foxtrotalpha.jalopnik.com/a-drone-shows-you-4th-of-july-fireworks-like-youve-neve-1600412194/+matthardigree"
143 , 40 ,"http://www.thisiscolossal.com/2014/05/color-book/"
92 , 19 ,"http://www.theatlantic.com/business/archive/2014/07/why-do-other-rich-nations-spend-so-much-less-on-healthcare/374576/"
63 , 3 ,"http://www.vox.com/2014/7/24/5933383/ryan-poverty-plan-democrats"
-1 , 3 ,"https://plus.google.com/+JeffJarvis/posts/g8rJxjPUFFz"
239 , 6 ,"http://cacm.acm.org/magazines/2014/2/171674-should-everybody-learn-to-code/fulltext"
2564 , 44 ,"http://www.cnn.com/2014/04/09/opinion/liu-income-inequality/index.html"
5283 , 165 ,"http://www.precisionplanting.com/"
203 , 4 ,"http://www.eventbrite.com/e/solid-local-in-boston-software-hardware-everywhere-registration-10023581803"
980 , 76 ,"https://materialsproject.org/"
321 , 4 ,"http://billmoyers.com/segment/preview-no-escaping-dragnet-nation/"
1727 , 14 ,"http://www.atlasobscura.com/places/the-sunken-city-of-baia"
232 , 18 ,"http://www.businessinsider.com/chart-of-defense-spending-by-country-2014-2"
133 , 3 ,"http://thedailyshow.cc.com/extended-interviews/nkja04/david-rose-extended-interview"
107 , 4 ,"http://www.breakingnews.com/topic/incident-at-reynolds-high-school-in-oregon-june-10-2014/"
217 , 5 ,"http://www.asymco.com/2014/02/20/the-price-is-right/"
128 , 4 ,"http://datascienceatthecommandline.com/"
1757 , 5 ,"http://terrain.org/2012/unsprawl/serenbe/"
70 , 3 ,"http://www.businessweek.com/articles/2014-07-17/tech-investor-shervin-pishevar-launches-new-vc-firm-sherpaventures"
16 , 5 ,"http://boingboing.net/2014/09/10/catalan-separatists-plan-large.html"
104 , 31 ,"http://techcrunch.com/2014/06/13/fab-coms-david-lapter-joins-makespace-as-cfo/"
374 , 90 ,"http://www.theatlantic.com/health/archive/2014/03/doctors-1-source-for-healthcare-information-wikipedia/284206/"
421 , 1002 ,"http://www.theguardian.com/us"
205 , 56 ,"http://betaboston.com/news/2014/03/05/a-vast-hidden-surveillance-network-runs-across-america-powered-by-the-repo-industry/"
4619 , 3 ,"http://www.virgin.com/entrepreneur/the-myth-of-the-lone-genius-with-the-silver-bullet"
1356 , 37 ,"https://www.restorationhardware.com/customer-service/catalog-cancellation.jsp"
240 , 7 ,"http://boingboing.net/2014/02/13/tell-the-irs-that-mountains-of.html"
1699 , 3 ,"http://www.technologyreview.com/news/524966/after-microsoft-deal-whats-left-of-nokia-will-bet-on-internet-of-things/"
229 , 5 ,"http://www.technologyreview.com/review/524451/genome-surgery/"
3694 , 3 ,"http://ross.karchner.com/some-tips-for-safari-flow/"
1552 , 33 ,"http://appleinsider.com/articles/14/02/18/apple-patents-sensor-packed-health-monitoring-headphones-with-head-gesture-control"
240 , 8 ,"http://nickgrossman.is/post/85128984454/defending-the-open-internet"
1151 , 6 ,"http://strataconf.com/strata2015"
617 , 19 ,"http://motherboard.vice.com/blog/what-150-of-the-worlds-smartest-scientists-are-worried-about"
1788 , 3 ,"http://blog.longnow.org/02014/09/03/drew-endy-seminar-primer/"
2425 , 11 ,"http://www.modernluxury.com/san-francisco/story/the-benioff-doctrine"
220 , 3 ,"https://medium.com/@quinnnorton/twitter-i-love-you-but-youre-bringing-me-down-96f86c76b9d6"
454 , 6 ,"http://www.aei-ideas.org/2014/04/creative-destruction-2013-newspaper-ad-revenue-continued-its-precipitous-free-fall-and-its-probably-not-over-yet/"
878 , 20 ,"http://solidcon.com/solid2014/public/cfp/321"
443 , 3 ,"https://peerj.com/articles/434/"
205 , 4 ,"http://www.idgconnect.com/abstract/5833/the-rising-amazed-innovation-middle-east"
188 , 3 ,"http://CitizenOnboard.com/"
2643 , 4 ,"http://spectrum.ieee.org/geek-life/profiles/leila-madrone-solar-energy-roboticist"
566 , 8 ,"http://ecorner.stanford.edu/authorMaterialInfo.html?mid=3054"
223 , 5 ,"http://www.theatlantic.com/magazine/archive/2014/03/get-ready-to-roboshop/357569/"
115 , 7 ,"https://www.techdirt.com/articles/20140602/05510527434/john-oliver-stop-calling-it-net-neutrality-its-preventing-cable-company-fkery.shtml"
422 , 26 ,"https://play.google.com/store/apps/details?id=com.timehop"
264 , 14 ,"http://rideonewheel.com/"
1082 , 7 ,"http://www.brainpickings.org/index.php/2014/03/06/italo-calvino-procrastination/"
52 , 80 ,"http://newsoffice.mit.edu/2014/algorithm-recovers-speech-from-vibrations-0804"
15 , 10 ,"http://www.citylab.com/cityfixer/2014/09/why-the-people-in-charge-of-transit-systems-should-be-required-to-actually-ride-transit/379931/"
105 , 9 ,"http://www.theverge.com/2014/6/12/5804070/the-amazing-animation-software-behind-how-to-train-your-dragon-2"
1424 , 3 ,"https://medium.com/@matthewstoller/5-reasons-for-the-zephyr-teachout-phenomenon-and-5-reasons-andrew-cuomo-will-still-be-governor-8eeb3fc1ec22"
199 , 25 ,"http://www.theverge.com/2014/3/13/5488558/danah-boyd-interview-the-era-of-facebook-is-an-anomaly"
100 , 10 ,"http://www.whitehouse.gov/blog/2014/06/18/president-obama-white-house-maker-faire-today-s-diy-tomorrow-s-made-america"
865 , 10 ,"http://www.bbc.com/news/entertainment-arts-28581726"
43 , 3 ,"http://techpresident.com/news/25239/new-us-digital-service-looks-avoid-it-catastrophes"
117 , 4 ,"http://www.technologyreview.com/featuredstory/528131/cracking-the-brains-codes/"
309 , 4 ,"http://fluentconf.com/fluent2014/public/schedule/presentations?cmp=tw-prog-confreg-info-fl14_promoted_tweet"
4 , 3 ,"http://www.jwz.org/blog/2014/09/why-we-believe-apple/"
259 , 88 ,"http://www.forbes.com/sites/kateharrison/2014/01/09/the-best-startup-advice-from-14-tech-heroes/"
799 , 13 ,"http://www.slideshare.net/timoreilly/lessons-for-the-industrial-internet-pdf-with-notes"
168 , 176 ,"http://www.nybooks.com/articles/archives/2014/may/08/thomas-piketty-new-gilded-age/"
254 , 4 ,"http://schedule.sxsw.com/2014/events/event_IAP22663"
198 , 13 ,"http://www.whitehouse.gov/blog/2014/03/11/geeksgetcovered"
174 , 10 ,"http://www.ft.com/cms/s/2/f2eaf634-baca-11e3-8b15-00144feabdc0.html#axzz2yD5DQnoz"
853 , 20 ,"http://time.com/2992705/when-man-met-moon/"
1945 , 7 ,"http://www.brainpickings.org/index.php/2014/02/11/brockman-what-should-we-be-worried-about/"
163 , 22 ,"https://www.kickstarter.com/projects/fon/gramofon-modern-cloud-jukebox"
1973 , 4 ,"http://www.rollingstone.com/culture/news/bill-gates-the-rolling-stone-interview-20140313?print=true"
912 , 15 ,"http://pando.com/2014/02/21/the-problem-with-whatsapps-privacy-boasts-theyre-not-true/"
897 , 12 ,"http://pando.com/2014/06/02/three-of-the-largest-tech-acquisitions-in-2014-are-hardware-companies/"
274 , 4 ,"http://www.techradar.com/news/phone-and-communications/mobile-phones/sensory-overload-how-your-smartphone-is-becoming-part-of-you-1210244"
400 , 5 ,"http://blogs.barrons.com/incomeinvesting/2014/05/23/barclays-downgrades-electric-utility-bonds-sees-viable-solar-competition/"
855 , 48 ,"http://www.whitehouse.gov//innovationfellows/projects#section-round-3"
92 , 5 ,"http://blog.instagram.com/post/91945904737/thatpipeagain"
103 , 12 ,"http://www.wired.com/2014/08/healthcare-gov/"
-1 , 9 ,"http://solidcon.com/solid2014/public/content/tweet-chat?cmp=tw-na-confreg-info-sld14_#iotchat_tweet_event_april_9"
989 , 4 ,"http://www.oreilly.com/solid/free/building-a-solid-world.csp"
382 , 3 ,"http://radar.oreilly.com/2013/09/data-analysis-just-one-component-of-the-data-science-workflow.html"
2 , 9 ,"http://www.bbc.com/news/world-us-canada-29310475"
66 , 21 ,"http://www.theguardian.com/science/brain-flapping/2014/jul/21/famous-science-history-twitter-humour"
141 , 7 ,"http://www.fastcoexist.com/3029423/this-sleek-commuter-bike-has-a-secret-you-hardly-have-to-pedal"
30 , 4 ,"http://makezine.com/2014/08/26/behind-the-scenes-the-build-at-burning-man/"
301 , 14 ,"http://www.theatlantic.com/features/archive/2014/02/american-aqueduct-the-great-california-water-saga/284009/"
900 , 16 ,"http://radar.oreilly.com/2012/11/investigating-data-journalism.html"
21 , 6 ,"https://plus.google.com/events/c0s9a64ic09egcmah3betkcmjmo"
1555 , 3 ,"http://pirategrunt.com/2014/02/01/an-idiot-learns-bayesian-analysis-part-2/"
482 , 27 ,"http://www.oreilly.com/biocoder/"
78 , 3 ,"http://fredrikdeboer.com/2014/07/09/chasing-skills-is-a-bad-bet-and-bad-policy/"
2367 , 14 ,"http://seriouspony.com/blog/2013/7/24/your-app-makes-me-fat"
89 , 3 ,"http://www.codeforamerica.org/blog/2014/06/28/john-stewart-youre-getting-your-wish/"
4984 , 3 ,"http://animals.oreilly.com/interview-alasdair-davies/"
614 , 117 ,"http://www.urbanobservatory.org"
2236 , 23 ,"http://pando.com/2014/03/20/on-indiegogo-a-miracle-health-device-raises-730k-and-a-whole-load-of-red-flags/"
375 , 15 ,"http://thehealthcareblog.com/blog/2013/09/15/give-us-our-damn-lab-results/"
549 , 25 ,"http://www.bbc.com/news/magazine-27186709"
543 , 16 ,"http://makezine.com/2014/05/15/first-look-at-the-new-arduino-zero/"
38 , 3 ,"http://www.businessinsider.com/why-do-us-police-kill-so-many-people-2014-8"
267 , 4 ,"http://occupywallstreet.net/story/explaining-white-privilege-broke-white-person"
4984 , 102 ,"http://www.kclibrary.org/?q=community-bookshelf"
503 , 24 ,"http://qz.com/216609/netflixs-video-error-message-is-a-clever-attack-on-cable-companies/"
1399 , 3 ,"http://news.yahoo.com/american-police-departments-losing-tons-military-grade-weaponry-174620174.html"
10 , 11 ,"http://theweek.com/article/index/268131/how-this-one-independent-candidate-from-kansas-could-end-up-ruling-the-senate"
610 , 95 ,"https://www.liftlabsdesign.com/"
234 , 115 ,"http://www.whitehouse.gov/blog/2014/02/03/announcing-first-white-house-maker-faire"
1278 , 11 ,"http://www.azlyrics.com/lyrics/bastille/pompeii.html"
252 , 27 ,"http://www.whitehouse.gov/blog/2014/01/23/big-data-and-future-privacy"
2246 , 3 ,"https://chrome.google.com/webstore/detail/search-plus/cdpohbejnbclggljmoijjcpdhbaaijfm"
460 , 1002 ,"https://www.healthcare.gov/"
469 , 19 ,"http://shop.oreilly.com/product/0636920030584.do"
835 , 7 ,"https://peerj.com/about/careers/"
1719 , 5 ,"http://www.greentechmedia.com/articles/read/an-airbnb-or-uber-for-the-electricity-grid"
204 , 4 ,"http://www.washingtonpost.com/opinions/henry-kissinger-to-settle-the-ukraine-crisis-start-at-the-end/2014/03/05/46dad868-a496-11e3-8466-d34c451760b9_story.html"
788 , 4 ,"http://www.aspenideas.org/live"
306 , 7 ,"http://www.fastcolabs.com/3026669/can-these-consumer-apps-crack-the-education-space"
96 , 19 ,"http://www.newyorker.com/magazine/2014/06/23/get-out-of-jail-inc"
8 , 7 ,"http://www.theatlantic.com/business/archive/2014/09/science-tells-you-how-many-minutes-should-you-take-a-break-for-work-17/380369/"
17 , 3 ,"https://www.kickstarter.com/projects/324375300/vest-a-sensory-substitution-neuroscience-project"
97 , 19 ,"http://gizmodo.com/wile-away-your-friday-by-designing-your-own-fantasy-tra-1593813740"
243 , 4 ,"http://monocle.com/radio/shows/the-urbanist/119/"
784 , 36 ,"http://www.theguardian.com/sustainable-business/michael-porter-health-happiness-index"
654 , 3 ,"http://www.accountingtoday.com/news/government_news/tech-companies-concerned-about-legislation-to-limit-xbrl-filing-70771-1.html"
1034 , 6 ,"http://recode.net/2014/02/26/what-health-care-can-learn-from-amazon/"
491 , 4 ,"http://teachinghumans.com/maker-culture-as-a-learning-model/"
231 , 4 ,"http://sunlightfoundation.com/blog/2014/02/06/codeacross-is-here/"
77 , 15 ,"http://www.truth-out.org/news/item/24876-monsantos-herbicide-linked-to-fatal-kidney-disease-epidemic-will-ckdu-topple-monsanto"
2049 , 1002 ,"http://www.whitehouse.gov/live"
1561 , 6 ,"http://www.life.org.uk/whats-on/maker-faire-uk-2014#.U1kTTlVdWSq"
283 , 34 ,"https://medium.com/message/the-secret-of-minecraft-97dfacb05a3c"
209 , 77 ,"http://www.theguardian.com/commentisfree/2014/feb/28/snowden-privacy-products-trustycon-2014"
658 , 7 ,"http://www.dezeen.com/2014/05/08/3d-printers-have-a-lot-to-learn-from-the-sewing-machine/"
487 , 34 ,"http://www.wired.com/2014/06/healthcare-gov-revamp/"
255 , 103 ,"https://www.data.gov/climate/"
1978 , 12 ,"http://www.cnbc.com/id/101348398"
2284 , 12 ,"https://www.youtube.com/watch?v=VOYj6NJz-VA"
55 , 28 ,"https://www.youtube.com/watch?v=i83OoWiZl10"
2527 , 4 ,"http://radar.oreilly.com/2014/06/cloud-security-is-not-an-oxymoron-2.html"
169 , 337 ,"http://mashable.com/2014/04/09/heartbleed-bug-websites-affected/#:eyJzIjoidCIsImkiOiJfY3BvdzM2cTRwemt1YjlybCJ9"
136 , 4 ,"http://continuations.com/post/85518392495/now-is-the-time-for-all-good-engineers-and-scientists"
1946 , 10 ,"http://www.theguardian.com/books/2013/jun/06/john-green-never-self-publish"
1391 , 20 ,"http://websummit.net/speakers"
826 , 6 ,"http://www.consumerfinance.gov/jobs/technology-innovation-fellows/"
6 , 3 ,"http://mcfunley.com/data-driven-products-now"
3827 , 24 ,"http://www.oreillynet.com/pub/a/oreilly/tim/articles/buy_where_shop.html"
147 , 4 ,"http://e-pluribusunum.com/2014/05/01/pcast-report-on-big-data-and-privacy-to-emphasize-value-of-encryption-need-for-policy/"
204 , 7 ,"http://motherboard.vice.com/read/commercial-drones-are-completely-legal-a-federal-judge-ruled"
1468 , 4 ,"http://techcrunch.com/2014/09/16/fastly-growing-quickly-snags-40m-as-vcs-give-generously/"
330 , 3 ,"http://www.commonwealthclub.org/events/2014-01-28/erik-brynjolfsson-and-andrew-mcafee-second-machine-age"
1552 , 4 ,"http://www.newyorker.com/tech/elements/why-the-climate-corporation-sold-itself-to-monsanto"
35 , 8 ,"http://www.vox.com/2014/8/21/6053819/white-house-cybersecurity-czar-brags-about-his-lack-of-technical"
1832 , 17 ,"http://venturebeat.com/2014/03/21/turkeys-twitter-ban-backfires-tweets-up-138-vpn-usage-up-topic-trends/"
1819 , 7 ,"http://www.knightfoundation.org/media/uploads/publication_pdfs/knight-civic-tech.pdf"
1766 , 31 ,"http://slatestarcodex.com/2014/04/28/the-control-group-is-out-of-control/"
231 , 6 ,"http://www.theatlantic.com/technology/archive/2014/02/our-rover-on-mars-looked-into-the-sky-and-saw-earth/283652/"
1165 , 7 ,"http://blog.longnow.org/02014/02/28/enobooks/"
205 , 9 ,"http://www.forbes.com/sites/gregsatell/2014/03/04/5-important-facts-that-the-western-press-is-getting-terribly-wrong-in-ukraine/"
678 , 37 ,"http://www.whitehouse.gov/blog/2014/03/06/presidential-innovation-fellows-round-3-serve-create-innovate"
31 , 14 ,"http://www.citylab.com/crime/2014/08/where-more-americans-die-at-the-hands-of-police/379067/"
37 , 3 ,"http://vimeo.com/104144890"
93 , 49 ,"http://www.businessweek.com/articles/2014-06-24/googles-sundar-pichai-king-of-android-master-of-mobile-profile"
555 , 5 ,"http://radar.oreilly.com/2014/02/why-solid-why-now.html"
173 , 9 ,"http://www.vox.com/2014/4/11/5602188/the-secs-just-been-caught-colluding-with-the-banks-its-supposed-to"
2605 , 5 ,"http://www.sci-news.com/biology/science-asian-elephants-distress-01771.html"
938 , 25 ,"http://www.cvshealth.com/research-insights/health-topics/this-is-the-right-thing-to-do"
206 , 3 ,"http://www.washingtonpost.com/blogs/monkey-cage/wp/2014/08/25/americans-dont-like-protests-but-protests-may-work-anyway/"
362 , 7 ,"http://e-pluribusunum.com/2013/09/28/hedge-fund-use-of-government-data-for-business-intelligence-shows-where-the-value-is/"
